,EXT1,EXT2,EXT3,EXT4,EXT5,EXT6,EXT7,EXT8,EXT9,EXT10,EST1,EST2,EST3,EST4,EST5,EST6,EST7,EST8,EST9,EST10,AGR1,AGR2,AGR3,AGR4,AGR5,AGR6,AGR7,AGR8,AGR9,AGR10,CSN1,CSN2,CSN3,CSN4,CSN5,CSN6,CSN7,CSN8,CSN9,CSN10,OPN1,OPN2,OPN3,OPN4,OPN5,OPN6,OPN7,OPN8,OPN9,OPN10,Cluster
4499,4,4,2,2,4,2,5,3,4,2,4,2,4,2,4,4,4,4,1,4,2,4,2,5,1,5,1,4,5,4,4,3,3,2,2,2,4,3,4,4,1,2,4,1,4,2,4,2,3,4,3
4500,5,1,4,1,5,1,5,3,4,1,5,0,5,2,4,4,3,3,5,2,3,5,3,1,4,3,1,5,2,3,5,4,4,4,1,5,4,3,3,3,5,1,4,2,3,2,5,5,4,4,3
4501,3,3,3,4,2,2,3,3,3,4,4,3,5,1,3,4,4,3,3,4,1,4,2,5,1,5,3,4,5,3,4,4,4,4,3,4,3,3,4,4,3,2,5,1,4,2,4,3,5,5,3
4502,3,2,4,4,0,4,2,4,2,4,1,5,2,4,2,1,3,0,2,2,2,4,4,2,1,4,2,4,1,4,4,4,5,3,2,4,4,2,2,3,4,4,3,0,3,3,4,4,4,3,2
4503,3,3,3,3,4,4,2,3,4,4,2,4,4,2,5,4,5,4,4,3,4,4,2,3,3,4,4,3,4,3,4,0,5,3,4,4,4,3,3,4,3,1,4,3,5,2,4,2,4,4,1
4504,2,2,4,4,4,2,1,4,2,3,4,4,4,4,4,4,2,4,2,2,1,5,1,5,1,5,2,4,5,4,3,5,5,1,2,4,3,1,2,3,5,1,3,2,4,2,5,4,4,3,3
4505,2,2,4,3,3,2,5,4,4,4,2,2,4,2,5,4,4,2,1,2,1,4,1,5,2,5,2,5,5,5,3,4,4,2,4,2,2,2,2,3,2,2,4,2,4,1,5,2,5,4,3
4506,1,3,4,3,4,2,3,4,3,2,3,5,3,1,2,2,2,1,2,1,1,5,1,5,1,5,1,4,5,3,2,2,3,2,4,3,3,3,2,3,1,4,2,3,4,3,4,1,3,3,0
4507,4,3,3,2,3,2,4,2,4,3,4,3,4,2,3,0,3,3,4,3,2,5,3,2,2,4,1,4,5,3,2,4,4,4,2,2,4,3,2,2,3,3,3,2,4,2,5,3,3,3,3
4508,3,2,2,3,2,2,3,3,3,4,2,3,2,2,3,2,2,2,3,3,4,5,2,4,2,3,2,4,3,4,2,2,1,3,1,4,3,4,2,2,4,1,3,1,4,3,3,4,4,4,2
4509,2,3,4,3,2,4,3,5,2,4,2,4,4,2,3,3,3,3,3,2,1,4,1,4,3,4,2,4,4,3,4,1,3,4,2,2,4,2,3,4,3,2,4,2,3,2,4,2,4,4,2
4510,4,1,5,1,5,1,4,2,4,2,3,2,4,3,4,2,4,3,2,3,1,5,2,4,2,3,1,4,5,5,2,4,3,3,1,4,2,3,2,3,5,1,3,1,5,2,5,4,5,5,3
4511,3,1,5,3,4,1,4,3,3,3,4,3,4,1,4,4,3,1,5,1,2,5,4,3,1,3,2,4,4,3,4,1,5,2,5,1,5,1,5,4,4,2,5,1,3,1,4,4,5,4,0
4512,4,1,2,1,5,1,5,2,4,2,5,1,5,5,5,5,5,5,5,5,2,3,5,4,2,4,3,4,4,2,1,4,4,4,1,2,4,1,4,4,5,3,4,3,4,2,3,5,3,5,3
4513,4,3,2,2,2,3,5,5,3,2,2,4,3,3,2,3,3,4,3,2,2,3,1,4,2,4,3,4,4,5,3,4,5,2,2,3,5,1,1,4,4,1,5,1,4,2,5,4,4,5,3
4514,3,4,3,4,4,3,3,4,1,4,4,3,5,2,4,2,2,1,3,4,2,4,1,4,2,3,1,3,3,3,3,1,5,1,3,1,4,2,2,3,4,2,5,1,4,1,4,3,5,5,2
4515,4,1,5,1,5,1,4,2,5,2,4,4,5,1,4,4,4,3,4,1,1,5,5,4,2,5,1,4,4,5,5,2,5,3,5,1,5,3,3,5,1,1,5,1,5,1,4,1,5,5,3
4516,3,3,3,3,4,3,4,4,4,2,1,5,1,5,2,1,4,1,1,2,2,4,3,2,2,2,3,4,3,2,3,4,4,3,2,4,2,2,3,4,5,1,5,1,4,1,5,5,5,4,0
4517,1,4,3,4,3,4,3,5,4,4,1,5,3,2,1,1,1,1,1,1,5,4,1,2,4,1,2,2,1,2,4,1,3,3,2,1,5,1,3,3,3,1,2,1,2,3,3,2,5,1,2
4518,1,3,1,4,3,3,3,1,5,4,4,4,5,2,4,5,3,1,1,2,5,5,1,4,1,5,1,3,5,3,3,4,5,3,5,3,4,2,1,3,3,1,5,1,5,1,4,2,4,4,3
4519,3,5,4,4,1,2,2,5,1,5,1,5,1,5,1,1,2,1,2,1,2,5,1,3,4,4,2,3,2,3,2,4,4,1,3,2,5,2,1,1,4,1,4,2,5,1,5,3,5,5,2
4520,5,1,5,5,5,1,5,5,5,1,1,5,5,2,1,1,1,1,5,1,1,5,1,5,1,5,1,5,5,5,5,1,5,1,5,1,5,1,5,5,5,1,5,1,5,1,5,5,3,5,0
4521,4,1,4,2,4,2,4,3,3,2,5,1,5,2,4,4,4,4,5,4,2,4,3,4,2,4,2,4,4,4,4,2,4,4,3,4,4,2,5,3,4,2,4,2,3,2,3,4,4,4,3
4522,2,1,5,1,5,1,5,4,3,1,4,3,5,3,3,3,4,3,3,1,1,5,1,5,1,5,1,5,4,4,3,2,5,2,4,1,5,1,4,4,5,2,4,2,3,2,4,4,4,4,0
4523,2,4,4,4,4,1,4,2,4,5,1,0,2,5,1,2,5,1,2,1,1,5,2,2,2,5,2,4,2,4,2,4,4,4,4,5,5,2,4,3,4,2,2,1,4,4,2,4,4,4,2
4524,4,4,4,5,1,1,1,5,2,5,4,5,5,1,4,4,5,4,4,5,1,3,4,4,2,4,2,3,4,3,2,5,5,5,1,4,3,4,1,3,5,3,4,3,3,2,4,5,2,4,1
4525,5,3,5,5,5,5,5,3,5,5,4,5,5,3,5,5,5,5,5,3,4,4,1,5,5,5,1,5,5,5,5,4,5,3,5,3,3,5,5,5,3,3,5,3,5,5,5,1,5,5,3
4526,2,2,2,2,4,1,4,2,3,2,2,4,3,4,4,2,2,2,4,2,4,4,4,2,2,3,2,4,2,4,4,3,4,3,3,4,4,3,4,4,4,1,5,1,5,1,5,5,5,5,0
4527,2,4,4,4,4,3,2,4,0,4,4,3,4,2,2,3,3,3,2,4,1,5,1,5,1,5,1,5,5,4,5,4,4,2,2,4,4,1,0,5,5,1,4,1,0,2,5,5,5,4,3
4528,2,5,4,4,3,5,3,5,1,5,4,2,1,4,5,4,5,5,5,4,3,5,4,4,1,3,1,3,2,3,1,4,4,2,1,2,3,1,1,1,1,5,1,5,1,4,2,1,2,1,1
4529,2,3,2,4,3,3,2,3,2,4,5,3,4,1,4,4,2,3,4,5,2,3,4,4,2,5,2,4,4,3,3,5,5,4,2,3,2,3,2,4,4,1,5,1,4,1,5,4,5,5,1
4530,2,5,4,5,2,3,3,5,2,5,1,4,1,5,2,1,1,1,1,1,2,4,1,4,1,4,1,4,4,5,3,2,4,1,2,1,4,1,2,4,2,2,2,2,3,3,3,1,4,3,2
4531,2,4,2,4,4,3,2,4,1,5,5,4,5,4,4,4,1,1,2,4,1,5,1,5,1,5,1,3,4,4,2,4,4,0,1,4,2,2,2,1,3,2,2,2,3,1,4,2,2,4,2
4532,4,4,2,4,3,3,1,3,3,3,1,4,1,5,1,1,1,1,1,2,3,1,4,1,5,1,5,4,1,2,5,4,4,2,4,1,4,1,3,4,5,1,5,1,4,1,4,4,5,5,2
4533,1,2,2,4,4,2,3,5,1,5,5,1,5,2,4,5,3,2,5,5,1,4,1,4,1,4,1,4,4,4,4,2,4,2,3,1,5,1,4,5,5,2,4,2,4,1,4,5,5,4,3
4534,5,1,5,1,5,1,5,1,5,5,5,5,5,5,1,1,5,1,1,1,1,5,1,5,1,5,1,5,5,5,1,1,5,1,1,1,5,1,5,5,3,1,5,1,5,1,5,1,5,5,0
4535,3,2,4,2,5,2,5,4,3,2,2,3,4,4,3,2,2,2,4,2,1,5,1,5,1,5,2,4,4,5,5,2,4,2,4,1,4,2,4,5,4,2,4,2,4,2,5,4,4,4,0
4536,4,2,3,2,3,3,3,2,3,4,3,5,4,2,4,2,1,2,2,2,3,4,4,3,2,2,2,3,3,3,3,3,4,3,3,3,1,3,2,3,0,3,3,1,3,1,2,3,3,3,2
4537,4,2,5,2,5,1,5,2,5,2,4,4,3,5,3,3,2,1,3,1,1,4,1,4,1,3,1,4,4,5,5,4,5,1,3,1,5,2,4,3,5,1,4,1,5,1,5,4,2,5,0
4538,4,3,3,3,3,2,2,2,2,3,5,4,4,2,4,4,4,3,4,2,2,4,4,3,3,3,2,3,4,3,2,2,4,4,4,2,5,2,4,3,2,2,5,3,4,2,4,2,4,4,3
4539,1,2,5,2,5,5,1,5,5,5,3,2,4,4,4,3,5,3,4,5,1,4,2,3,2,5,1,4,5,5,4,5,5,1,5,1,3,2,5,2,3,4,5,1,5,1,4,2,4,5,3
4540,3,3,2,4,3,2,2,4,2,5,4,2,4,2,4,4,3,3,4,4,4,3,2,4,3,4,3,3,3,3,3,2,4,3,3,3,4,2,2,4,4,2,4,1,3,2,4,3,4,4,1
4541,3,4,4,3,2,4,1,5,1,4,2,4,4,2,4,1,1,1,1,1,5,4,2,5,3,4,2,2,5,4,4,4,2,2,2,5,4,3,4,4,2,1,4,1,2,2,4,1,5,2,2
4542,1,4,3,3,1,3,1,3,3,2,4,3,4,3,3,3,4,3,4,3,4,4,2,4,3,5,3,3,4,1,4,4,4,2,4,3,3,3,5,4,4,3,3,3,4,3,4,4,3,3,1
4543,4,1,5,1,4,1,5,3,5,3,4,5,5,2,2,3,2,3,4,4,1,5,4,5,2,4,1,5,4,5,1,5,2,5,1,4,3,3,1,3,3,2,3,1,3,1,3,4,5,3,3
4544,2,4,2,5,2,1,1,5,4,4,5,3,5,3,4,5,4,4,5,4,4,2,4,2,4,2,3,2,2,3,1,1,4,4,1,2,5,4,1,4,5,1,4,1,5,2,4,4,5,5,1
4545,2,2,4,4,4,2,4,3,4,2,1,5,2,3,4,2,2,3,3,2,1,5,3,4,2,4,1,5,4,4,2,4,4,4,1,2,4,4,2,3,1,5,2,2,4,4,4,2,3,4,0
4546,3,1,4,2,5,2,4,2,4,2,4,3,5,2,2,4,3,3,4,3,2,4,2,4,1,3,1,4,4,2,4,1,4,2,3,2,5,3,4,5,3,3,2,3,3,3,4,3,3,4,3
4547,1,2,3,4,3,4,2,4,2,5,3,3,4,3,3,4,3,3,2,2,2,3,1,4,2,4,3,4,3,3,4,2,3,2,3,2,4,2,2,4,4,2,3,3,3,3,4,4,4,3,2
4548,4,3,4,3,4,3,4,4,4,4,4,4,4,3,3,3,4,3,4,2,1,4,3,4,2,3,3,4,4,4,4,1,4,2,3,3,4,2,4,3,5,4,4,2,3,2,4,4,4,4,3
4549,1,2,4,2,4,2,3,3,2,3,4,3,4,4,5,5,5,4,4,3,3,0,2,3,2,4,2,4,3,3,2,4,3,2,2,1,5,4,4,2,3,4,2,4,2,5,3,2,2,2,1
4550,3,5,2,3,2,3,3,5,2,5,5,2,5,2,5,3,4,3,5,3,2,3,2,4,3,4,2,4,4,3,3,2,3,2,2,4,3,2,3,3,3,3,4,3,3,2,3,2,5,5,1
4551,1,1,2,3,2,1,1,3,4,5,4,2,4,1,5,4,2,3,5,4,1,3,3,4,4,5,4,2,2,4,1,5,5,3,5,4,2,5,1,5,4,1,3,1,5,3,2,5,5,5,1
4552,4,3,4,2,4,2,4,2,5,3,4,4,4,3,1,4,2,3,4,2,1,4,2,5,2,4,4,5,5,5,3,4,4,2,3,3,4,3,3,4,4,1,3,2,4,2,5,4,5,4,3
4553,3,2,2,3,2,2,3,4,3,4,5,3,5,2,5,2,4,4,5,3,1,4,4,3,2,3,2,3,4,2,2,4,4,4,1,4,2,3,2,4,4,2,4,2,3,2,4,4,5,3,1
4554,2,3,4,4,2,2,2,2,4,4,2,4,3,3,1,2,3,2,4,0,4,3,1,4,1,3,3,4,1,3,5,3,4,1,3,3,4,1,4,5,5,1,5,2,4,1,5,5,5,4,2
4555,2,4,4,5,3,3,3,4,2,4,2,4,3,4,4,3,3,2,2,2,4,4,2,4,3,4,2,4,4,3,4,2,5,2,4,3,4,3,4,3,3,3,4,2,4,1,4,3,4,4,2
4556,3,2,3,2,3,2,2,4,4,4,3,4,3,3,3,3,4,0,4,4,0,3,2,4,2,3,3,3,4,5,2,1,4,3,3,3,5,1,4,3,3,1,3,2,4,1,5,2,4,3,2
4557,2,3,4,2,4,3,2,2,3,2,2,4,3,3,4,2,2,2,3,2,2,4,1,5,1,3,3,4,4,5,3,3,4,4,4,3,2,2,2,3,3,2,3,4,4,3,4,2,5,3,0
4558,2,3,4,3,4,3,3,2,2,4,3,3,4,4,2,2,4,4,2,3,4,4,2,4,2,4,3,4,3,3,4,2,5,3,3,3,3,4,3,3,3,1,3,1,3,2,4,3,5,4,2
4559,1,4,2,5,1,4,1,5,2,4,5,2,5,1,5,5,5,5,5,5,2,2,4,3,3,3,3,3,4,2,3,4,4,5,1,5,3,5,3,1,3,3,4,2,2,3,4,4,3,3,1
4560,1,4,3,4,3,2,2,4,2,5,3,3,4,3,2,2,4,2,2,2,1,4,1,4,2,4,2,4,4,3,3,2,5,2,2,2,4,2,4,3,4,2,5,2,4,1,4,3,4,4,2
4561,4,1,4,2,4,2,4,2,4,4,5,4,4,2,3,4,2,4,2,3,4,4,1,4,4,3,4,4,2,4,3,2,4,1,1,2,4,3,2,4,4,1,5,3,4,1,5,3,4,4,3
4562,3,3,3,4,3,3,3,4,3,4,2,4,3,4,3,2,4,3,3,3,4,4,4,3,2,4,2,4,4,2,4,3,3,3,3,3,3,3,2,3,3,3,4,3,4,2,4,3,3,4,2
4563,2,3,4,4,4,2,4,5,2,4,2,4,4,3,3,4,5,3,2,3,1,5,1,5,2,4,2,3,5,3,3,4,3,4,1,4,4,4,2,4,4,2,4,2,4,2,4,4,4,4,3
4564,3,1,3,2,4,2,4,3,3,2,4,3,4,2,2,3,3,2,4,3,1,4,1,5,1,4,2,4,4,3,2,4,3,3,2,2,3,2,3,2,3,2,4,2,4,2,4,3,4,4,3
4565,1,4,1,5,1,5,1,5,1,5,1,5,1,5,3,1,5,4,1,1,3,2,1,1,5,4,5,2,1,1,2,3,5,3,1,5,1,4,1,5,5,1,5,1,3,1,5,5,5,5,2
4566,2,4,5,4,4,3,2,4,4,3,3,2,4,2,4,4,3,3,3,4,2,4,2,5,2,5,2,3,5,4,4,3,5,2,4,2,5,2,4,5,2,4,2,3,3,4,5,3,2,2,3
4567,5,1,5,1,5,0,5,4,5,4,3,5,3,3,2,1,3,3,1,4,3,5,3,5,3,2,2,4,5,2,5,3,3,3,3,5,2,3,3,2,1,5,5,3,1,1,5,3,4,5,0
4568,3,4,4,3,4,3,3,5,3,2,1,4,1,4,1,1,1,1,1,2,1,4,1,4,2,1,1,4,4,4,4,4,4,3,3,4,4,1,2,4,4,1,5,2,4,1,4,1,5,4,0
4569,3,4,3,1,4,1,1,2,4,3,4,2,4,1,5,4,3,4,4,4,2,4,5,2,2,4,3,3,5,2,3,2,5,3,1,2,4,3,2,5,3,1,0,2,3,2,5,2,5,0,1
4570,4,1,5,1,5,1,5,3,5,1,2,3,4,5,1,2,2,3,1,1,1,5,2,5,1,5,2,4,4,5,5,3,4,2,3,3,4,3,3,3,3,2,3,3,4,4,4,3,4,4,0
4571,2,4,3,4,2,3,1,5,1,5,5,2,5,2,4,5,3,3,4,3,2,3,2,4,2,4,1,3,4,3,4,4,5,3,4,2,5,1,4,4,4,3,3,3,4,3,4,3,3,3,1
4572,5,4,5,4,4,3,3,4,4,5,4,4,3,3,3,4,4,4,4,3,4,5,3,4,2,5,3,4,4,3,4,3,4,3,3,4,3,3,4,3,4,2,3,3,3,3,4,3,4,3,3
4573,2,3,4,3,4,4,3,3,5,2,2,2,4,3,3,2,1,0,2,3,3,4,1,3,2,3,1,4,4,3,4,4,3,2,4,1,4,3,4,5,3,3,4,2,4,2,4,2,4,4,0
4574,5,3,3,5,5,5,1,5,5,5,3,5,5,4,1,1,1,3,5,4,5,3,4,5,5,5,1,5,5,1,1,5,5,2,5,5,5,3,5,5,5,3,5,5,5,1,5,2,4,4,3
4575,4,1,5,1,5,1,5,1,5,1,2,4,3,5,4,1,3,2,2,2,1,5,1,5,1,5,1,5,0,5,4,3,5,2,2,4,5,1,4,5,5,2,5,3,5,2,5,5,5,4,0
4576,1,4,1,4,2,4,1,4,2,4,4,3,5,3,4,4,4,4,5,3,4,2,4,3,3,3,3,3,3,2,2,4,4,4,2,4,2,3,2,3,4,3,5,3,3,2,3,4,1,3,1
4577,5,3,4,3,2,3,4,3,4,4,3,5,4,4,2,1,3,2,2,2,1,3,1,5,3,5,2,3,5,4,4,1,4,2,3,1,4,1,3,3,3,1,4,1,3,1,4,2,5,5,0
4578,1,4,3,4,4,2,1,3,4,4,5,1,5,2,3,5,5,2,1,3,4,2,2,4,2,5,5,1,4,2,4,1,5,3,3,3,4,2,5,4,1,1,5,1,5,1,5,4,5,4,1
4579,3,2,5,5,5,1,2,5,4,5,1,5,5,5,1,1,3,1,2,1,3,5,5,2,5,5,4,5,2,3,5,1,5,1,5,1,5,1,5,5,4,1,5,1,5,1,5,4,5,5,0
4580,4,1,4,1,5,1,5,2,5,2,4,4,5,2,4,4,4,3,2,2,1,5,1,5,1,5,1,5,5,5,5,1,5,4,4,1,5,1,5,5,5,1,5,1,4,1,5,5,5,4,0
4581,1,4,3,4,3,3,1,4,3,5,2,4,2,2,2,2,2,1,4,1,5,2,5,1,5,1,5,1,1,3,4,1,5,1,5,1,5,1,4,5,5,1,5,1,5,1,5,5,5,5,2
4582,3,3,3,3,3,3,3,4,2,2,4,3,5,2,2,5,3,4,2,4,1,4,1,5,1,5,2,4,5,4,3,4,2,3,1,4,2,3,1,4,3,4,3,3,2,3,3,3,4,2,3
4583,3,4,2,5,3,2,2,3,2,4,4,5,2,4,2,2,4,2,2,1,2,3,1,5,2,4,4,4,4,5,4,3,4,2,2,3,2,3,4,4,4,1,5,1,3,1,4,2,1,4,2
4584,2,3,4,3,4,2,3,3,3,2,1,4,4,2,2,2,2,2,2,2,4,4,2,4,2,4,2,3,2,3,4,2,5,4,3,2,2,2,4,4,4,1,2,2,4,2,4,2,4,4,2
4585,2,5,3,4,3,3,3,4,2,4,5,3,5,3,3,4,5,4,3,3,5,5,3,5,2,5,3,3,5,3,4,3,5,2,3,3,5,3,5,3,3,3,4,3,3,2,2,5,5,3,1
4586,3,1,4,4,4,1,2,4,2,4,3,4,4,3,4,3,3,2,1,1,1,4,1,4,2,4,2,4,4,4,4,4,4,3,3,4,3,2,4,2,5,1,4,2,4,1,4,4,5,5,0
4587,4,1,5,2,4,2,4,5,1,2,2,4,3,2,2,2,3,3,4,2,4,4,1,4,1,4,2,2,5,4,4,3,4,1,2,3,2,2,3,3,3,2,5,2,4,1,5,3,4,5,0
4588,3,2,4,2,4,1,5,2,4,4,3,3,4,4,3,2,2,2,2,1,1,5,2,5,1,2,1,4,4,5,3,4,4,2,1,4,3,2,3,3,4,1,4,1,4,1,5,5,5,5,0
4589,4,3,4,3,4,3,3,4,2,4,4,4,5,2,3,4,4,4,3,4,1,5,2,5,1,5,1,5,5,3,4,4,5,3,3,4,4,3,3,3,5,2,4,1,4,2,4,5,5,3,3
4590,4,4,2,5,2,5,5,4,4,3,3,4,4,3,2,2,3,3,5,2,4,2,5,2,5,1,4,2,2,2,3,3,4,3,2,3,3,1,3,3,3,3,3,3,3,3,4,3,3,3,2
4591,4,3,3,3,3,5,3,3,1,2,1,5,5,3,3,3,5,4,1,3,4,4,5,5,2,3,3,4,4,4,3,1,5,3,1,5,3,3,1,1,5,4,5,1,4,1,4,3,5,4,3
4592,3,3,4,1,4,2,0,1,5,3,3,5,4,2,4,0,4,4,3,3,4,4,1,3,3,2,2,2,2,2,2,5,3,2,1,5,3,3,3,3,5,1,4,4,5,4,5,4,4,4,2
4593,3,1,4,3,3,1,3,3,4,5,3,2,4,5,1,3,3,3,3,2,1,5,1,5,1,5,1,5,5,4,3,3,5,3,3,3,3,3,3,3,4,1,5,1,4,1,2,4,5,4,3
4594,5,1,5,1,5,1,5,2,5,1,4,3,5,1,2,4,2,2,5,4,1,5,1,5,1,5,1,5,5,5,3,5,5,1,2,4,4,2,2,5,5,1,5,1,5,1,5,5,5,5,3
4595,2,2,2,2,2,1,3,3,2,4,4,2,5,1,2,3,3,2,3,4,3,4,4,2,3,3,2,2,3,2,1,4,4,4,1,4,2,5,1,3,3,1,5,1,4,1,3,3,4,5,1
4596,4,1,5,1,5,1,5,5,1,1,4,2,5,1,3,1,1,1,1,5,1,5,1,5,1,5,1,5,5,5,5,3,5,1,5,1,5,1,5,5,5,1,5,1,5,1,5,1,5,5,0
4597,3,3,4,2,4,2,3,5,3,3,2,5,2,5,3,1,1,1,2,1,1,5,1,4,3,4,1,5,4,4,4,1,4,1,3,1,4,1,4,3,3,2,3,1,3,2,4,2,4,3,0
4598,1,4,3,4,1,4,2,3,4,5,4,4,4,3,3,3,2,2,3,2,2,3,4,4,2,5,2,4,4,3,4,3,5,2,2,1,5,2,5,4,4,2,2,2,3,4,3,3,5,3,2
4599,1,5,2,5,2,4,1,4,1,5,5,5,5,1,5,5,5,5,4,5,1,5,3,5,5,4,2,4,4,0,1,5,2,5,2,5,2,4,2,2,2,2,5,3,4,5,2,2,5,5,1
4600,1,3,2,3,2,1,1,4,2,5,4,2,3,1,4,4,5,5,4,5,3,3,1,4,3,4,3,2,5,2,5,1,5,1,4,1,5,1,5,5,4,3,3,2,4,1,3,3,5,5,1
4601,3,2,4,3,4,4,2,2,4,5,5,2,4,3,5,5,4,4,5,3,2,3,3,2,4,5,4,4,4,3,4,4,5,2,5,2,5,2,5,5,3,3,4,4,4,2,4,2,5,4,3
4602,3,5,3,3,3,3,3,5,3,5,1,5,1,5,1,1,1,1,1,1,1,5,1,5,1,5,1,5,5,5,5,1,5,1,5,1,5,1,5,5,5,1,5,1,5,1,5,1,5,5,0
4603,4,2,5,3,5,2,4,5,5,5,4,3,5,3,2,1,3,1,3,1,1,5,1,5,1,3,1,5,5,4,5,4,5,2,3,1,5,2,4,5,4,2,5,1,4,1,5,2,5,5,0
4604,1,2,1,5,1,2,1,5,1,5,5,1,5,4,5,5,5,4,5,2,1,5,4,5,5,5,4,5,5,1,3,4,5,2,1,3,3,4,1,5,1,5,4,1,4,2,4,1,5,2,1
4605,3,4,2,4,2,3,3,3,1,4,3,3,4,2,3,2,2,1,2,2,2,3,1,4,2,3,2,4,4,4,4,1,5,1,4,1,4,1,4,4,4,2,4,2,4,1,5,5,4,4,2
4606,3,3,3,3,4,3,5,4,3,3,5,2,5,2,3,4,4,5,4,5,1,5,1,5,1,4,1,4,4,3,2,4,5,3,2,5,2,4,2,4,3,2,4,1,3,1,2,3,5,3,3
4607,2,4,3,4,2,3,2,4,2,4,5,2,5,2,4,3,4,2,4,3,2,2,1,4,2,4,4,4,4,3,5,4,4,2,2,5,3,2,3,3,3,2,4,1,4,2,5,2,5,3,1
4608,3,3,3,3,4,2,3,5,3,4,3,3,5,1,2,2,3,1,2,4,1,4,1,5,2,2,2,3,4,3,5,1,5,1,2,1,5,1,3,5,4,2,5,1,4,1,4,3,5,4,2
4609,4,1,5,2,4,1,5,3,4,2,1,4,4,4,1,2,1,1,2,2,1,5,2,4,2,5,1,4,2,4,4,1,4,3,4,1,5,2,4,3,4,2,5,2,4,1,4,3,4,4,0
4610,3,2,4,2,4,2,4,3,3,3,4,3,4,2,2,3,4,2,3,2,1,4,1,4,2,4,2,4,4,4,4,2,4,3,3,2,3,3,4,3,3,2,3,3,4,3,3,3,2,4,0
4611,3,3,3,3,3,3,3,2,2,2,5,2,5,4,4,5,5,5,4,4,1,3,2,4,2,4,2,3,4,3,3,3,4,2,3,3,3,3,3,3,3,2,3,1,3,3,3,2,3,3,1
4612,2,5,3,4,2,5,1,1,1,5,4,3,4,3,2,3,3,2,3,5,1,3,2,5,1,4,1,5,4,3,3,4,2,5,3,2,3,3,2,3,2,2,4,3,1,3,4,2,4,3,1
4613,5,4,5,1,4,2,5,4,5,3,2,5,1,2,1,2,3,1,2,4,2,5,1,5,4,5,2,3,5,5,1,5,1,5,1,5,4,4,1,1,5,1,5,1,4,1,4,5,5,5,0
4614,1,4,3,2,3,4,1,5,3,3,5,4,4,2,5,5,5,5,5,5,2,2,5,1,4,1,5,2,2,2,2,5,3,5,5,5,3,4,4,4,1,5,5,5,1,5,2,1,2,1,1
4615,3,3,3,3,3,3,3,5,1,4,2,3,3,4,2,2,1,1,2,1,1,5,1,5,1,2,1,4,5,3,4,1,5,2,3,1,5,1,4,4,3,2,2,3,3,4,4,3,3,3,2
4616,3,3,4,4,3,2,2,5,2,4,4,4,4,3,3,2,2,1,2,2,2,4,1,3,2,2,2,3,3,4,4,4,5,2,2,3,5,3,3,4,5,1,5,1,4,2,5,5,4,4,2
4617,2,3,4,1,4,3,4,3,3,2,3,3,4,3,2,3,2,2,4,3,3,4,3,4,4,4,3,4,4,4,5,2,5,2,4,2,4,1,4,4,5,1,5,2,5,1,5,5,5,5,0
4618,1,4,2,4,4,4,1,2,4,4,5,2,5,3,3,5,4,4,4,3,5,4,3,4,4,5,4,4,4,3,4,4,5,2,3,2,4,1,4,3,5,1,5,2,5,2,4,4,5,5,1
4619,2,4,1,4,2,2,1,5,1,5,3,5,4,2,2,3,4,4,3,1,1,5,1,5,3,4,4,4,5,3,4,4,4,4,3,4,4,1,3,4,5,1,5,1,4,1,5,4,5,5,1
4620,1,4,2,4,3,4,2,5,3,4,3,3,4,3,4,4,4,4,4,5,3,4,2,4,2,3,3,3,4,3,4,1,4,4,4,2,5,2,4,4,3,4,5,2,3,2,3,1,4,3,1
4621,1,4,1,4,3,4,1,4,1,4,3,5,3,5,1,1,1,1,3,1,5,3,5,1,5,3,3,2,1,1,5,1,5,2,4,1,5,3,5,4,5,1,4,1,5,1,4,2,4,5,2
4622,4,2,4,2,4,1,5,3,3,3,1,4,2,4,1,1,1,2,3,2,2,4,2,4,1,3,2,5,4,4,4,1,5,1,4,1,5,2,5,5,4,2,3,1,3,2,4,4,4,4,0
4623,4,3,4,3,3,1,3,1,5,4,3,4,3,2,3,3,3,3,4,1,2,4,2,3,5,4,3,2,3,3,3,4,4,2,3,2,5,1,5,5,5,1,5,1,5,1,5,5,5,5,0
4624,1,5,3,5,3,3,1,5,1,5,1,3,2,5,1,1,1,1,2,1,4,2,1,3,3,5,3,3,1,3,4,1,1,1,2,1,5,2,3,3,3,5,1,5,3,1,3,2,2,1,2
4625,2,1,3,2,3,3,2,4,4,4,1,4,4,1,3,2,1,1,2,1,2,5,3,3,3,3,2,5,3,4,2,2,3,1,2,2,3,3,2,3,3,3,5,2,4,2,3,3,5,5,2
4626,3,5,3,4,2,5,1,5,3,5,4,5,4,5,5,4,4,4,5,2,3,4,4,3,3,2,3,2,5,2,2,5,4,3,4,1,1,3,1,2,5,2,5,1,4,1,3,2,2,3,1
4627,3,4,3,4,2,4,1,5,3,5,3,3,4,4,4,4,3,2,1,2,4,4,4,3,4,5,3,4,2,3,3,5,3,4,3,5,4,4,1,2,1,4,4,4,3,1,2,1,5,2,1
4628,5,1,4,1,4,1,5,2,3,2,2,4,4,3,2,2,4,1,1,2,5,4,3,0,1,5,1,4,4,4,5,1,3,4,3,2,4,3,3,3,3,2,1,1,3,1,4,3,4,3,0
